1,2.67330601E10,1.6321608E8,8750140.0
2,2.6731092E10,1.632E8,8771292.0
3,2.6731092E10,1.632E8,8771292.0
4,2.6731092E10,1.632E8,8771292.0
5,2.67293041E10,1.632E8,8774092.0
6,2.67288064E10,1.6324824E8,8989248.0
7,2.67280998E10,1.6323216E8,8756440.0
8,2.67200471E10,1.67268816E8,9483460.0
9,2.67238298E10,1.6324824E8,8782772.0
10,2.67224412E10,1.6326432E8,9033232.0
11,2.67139236E10,1.69365072E8,9963369.0
12,2.67175731E10,1.6326432E8,9038832.0
13,2.67175772E10,1.6326432E8,9010248.0
14,2.67132518E10,1.6331256E8,9487637.0
15,2.6713215E10,1.6331256E8,9485537.0
16,2.67083489E10,1.6329648E8,9490437.0
17,2.67023892E10,1.67241632E8,9950757.0
18,2.67056763E10,1.63291488E8,9513689.0
19,2.6705406E10,1.63307568E8,9514389.0
20,2.67006362E10,1.6558072E8,1.0010958E7
21,2.66960732E10,1.6561288E8,1.0020198E7
22,2.66884649E10,1.71294384E8,1.0903714E7
23,2.66832957E10,1.73825952E8,1.0988018E7
24,2.66843525E10,1.71401952E8,1.0679609E7
25,2.66843095E10,1.7141304E8,1.0680309E7
26,2.66830766E10,1.67053648E8,1.0429266E7
27,2.6679468E10,1.68827136E8,1.0870675E7
28,2.6673578E10,1.69907968E8,1.1459235E7
29,2.666957E10,1.71418048E8,1.1752372E7
30,2.66693202E10,1.69940144E8,1.1704644E7
31,2.66674811E10,1.71450208E8,1.1987583E7
32,2.66601472E10,1.74863536E8,1.2619252E7
33,2.66654802E10,1.69940128E8,1.1931152E7
34,2.66571756E10,1.71434128E8,1.2490172E7
35,2.66571756E10,1.71434128E8,1.2490172E7
36,2.66553098E10,1.7149304E8,1.2511043E7
37,2.66553098E10,1.7147696E8,1.2510903E7
38,2.66473492E10,1.75890048E8,1.3751E7
39,2.6649473E10,1.72272624E8,1.3356748E7
40,2.6648619E10,1.7232696E8,1.315712E7
41,2.66444616E10,1.7250888E8,1.3596008E7
42,2.66428641E10,1.72460624E8,1.36103E7
43,2.66362696E10,1.74863136E8,1.4065592E7
44,2.66362696E10,1.74863136E8,1.4065592E7
45,2.66363392E10,1.74723392E8,1.4048372E7
46,2.66350346E10,1.74949648E8,1.4071612E7
47,2.66356552E10,1.72514544E8,1.4095248E7
48,2.66326098E10,1.72535648E8,1.4285228E7
49,2.66326098E10,1.72535648E8,1.4285228E7
50,2.66315141E10,1.72551728E8,1.4296428E7
51,2.6630359E10,1.7259496E8,1.4256959E7
52,2.66218598E10,1.78663536E8,1.5475495E7
53,2.66279772E10,1.72611056E8,1.4366848E7
54,2.66262344E10,1.72707552E8,1.4584664E7
55,2.66202051E10,1.75513616E8,1.5325531E7
56,2.66188595E10,1.7582528E8,1.4928119E7
57,2.66165862E10,1.75529728E8,1.5540443E7
58,2.66194227E10,1.72546704E8,1.5038112E7
59,2.66186813E10,1.7267536E8,1.528352E7
60,2.66171187E10,1.72691488E8,1.5172383E7
61,2.66141839E10,1.7260608E8,1.562918E7
62,2.660941E10,1.74476048E8,1.5828971E7
63,2.66091827E10,1.72535632E8,1.5855828E7
64,2.66084557E10,1.7279408E8,1.5947668E7
65,2.66074255E10,1.73019232E8,1.5976112E7
66,2.66042348E10,1.73035312E8,1.621242E7
67,2.66031636E10,1.72959888E8,1.6208628E7
68,2.66003681E10,1.73664688E8,1.6556796E7
69,2.65998316E10,1.72959888E8,1.6443256E7
70,2.65998356E10,1.72959904E8,1.6434156E7
71,2.65980703E10,1.73019216E8,1.6457816E7
72,2.65971036E10,1.73019216E8,1.6439044E7
73,2.65971036E10,1.73019216E8,1.6439044E7
74,2.65953751E10,1.72858352E8,1.6867432E7
75,2.65953751E10,1.72858352E8,1.6867432E7
76,2.65942569E10,1.73035296E8,1.689794E7
77,2.65937531E10,1.73003152E8,1.6786244E7
78,2.65933804E10,1.730192E8,1.6827416E7
79,2.65925571E10,1.73094624E8,1.6594035E7
80,2.65916068E10,1.73035296E8,1.6822516E7
81,2.65910292E10,1.73019216E8,1.6790012E7
82,2.65906831E10,1.73110704E8,1.6824452E7
83,2.65905807E10,1.73083552E8,1.6935472E7
84,2.65891615E10,1.72970976E8,1.685146E7
85,2.65887887E10,1.73115728E8,1.6898932E7
86,2.65886618E10,1.729388E8,1.6988812E7
87,2.65880351E10,1.72987072E8,1.6937316E7
88,2.65873654E10,1.73003152E8,1.68579E7
89,2.65872466E10,1.73051408E8,1.6897392E7
90,2.65873408E10,1.72164656E8,1.6772815E7
91,2.65865482E10,1.7220792E8,1.6996932E7
92,2.6585473E10,1.73067488E8,1.6900332E7
93,2.65849446E10,1.72159664E8,1.6990632E7
94,2.65838244E10,1.73067488E8,1.6898092E7
95,2.65838244E10,1.73067488E8,1.6898092E7
96,2.65828332E10,1.73051408E8,1.692076E7
97,2.65830666E10,1.72229008E8,1.6984472E7
98,2.65830257E10,1.72229008E8,1.6984192E7
99,2.65828393E10,1.72245104E8,1.6984892E7
100,2.65828393E10,1.72245104E8,1.6984892E7
101,2.65827021E10,1.72277264E8,1.6989232E7
102,2.65824952E10,1.72293344E8,1.6989932E7
103,2.65824952E10,1.72293344E8,1.6989932E7
104,2.65824952E10,1.72277264E8,1.6989932E7
105,2.65822966E10,1.72277264E8,1.6990632E7
106,2.65822433E10,1.72325504E8,1.6988252E7
107,2.65820467E10,1.724184E8,1.6993572E7
108,2.65820959E10,1.72293328E8,1.6997492E7
109,2.65817723E10,1.72293344E8,1.6989372E7
110,2.65817702E10,1.72293344E8,1.6992172E7
111,2.65817723E10,1.72293344E8,1.6989372E7
112,2.65802732E10,1.7240728E8,1.6985732E7
113,2.65802732E10,1.7240728E8,1.6985732E7
114,2.65802732E10,1.7240728E8,1.6985732E7
115,2.65802732E10,1.7240728E8,1.6985732E7
116,2.65801994E10,1.7242336E8,1.6993432E7
117,2.65794826E10,1.72423328E8,1.6996792E7
118,2.65794826E10,1.72423328E8,1.6996792E7
119,2.65794826E10,1.72423328E8,1.6996792E7
120,2.65794826E10,1.72423328E8,1.6996792E7
121,2.65793331E10,1.72368736E8,1.6995672E7
122,2.65780265E10,1.72434432E8,1.6999032E7
123,2.65780265E10,1.72434432E8,1.6999032E7
124,2.65778401E10,1.72400928E8,1.6997912E7
125,2.65772646E10,1.72384848E8,1.6999312E7
126,2.65772646E10,1.72384848E8,1.6999312E7
127,2.65773117E10,1.7235768E8,1.687002E7
128,2.65773117E10,1.7235768E8,1.687002E7
129,2.65761546E10,1.72357664E8,1.6999312E7
130,2.65761546E10,1.72357664E8,1.6999312E7
